MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
2014,Toyota,Corolla Altis VL AT,Automatic,"65,756 km",PetrolMH-12,1st Owner,"₹10,04,000"
2017,Skoda,Octavia 2.0 TDI STYLE PLUS AT,Automatic,"97,050 km",DieselMH-14,2nd Owner,"₹16,21,000"
2015,Toyota,Camry 2.5 AT,Automatic,"90,272 km",PetrolMH-14,2nd Owner,"₹11,38,000"
2017,Hyundai,New Elantra 1.6 SX AT O,Automatic,"66,272 km",DieselMH-12,3rd Owner,"₹11,71,000"
2015,Hyundai,Creta 1.6 SX PLUS PETROL,Manual,"57,821 km",PetrolMH-14,2nd Owner,"₹8,35,000"
2020,Maruti,Eeco 5 STR CNG WITH AC PLUSHTR,Manual,"50,070 km",Petrol + CNGMH-12,1st Owner,"₹5,80,000"
2021,Hyundai,Creta S CRDI,Manual,"48,567 km",DieselMH-14,1st Owner,"₹15,05,000"
2021,Maruti,Eeco 5 STR CNG WITH AC PLUSHTR,Manual,"27,684 km",Petrol + CNGMH-14,1st Owner,"₹6,05,400"
2016,Mahindra,XUV500 W6 4X2,Manual,"79,008 km",DieselMH-14,1st Owner,"₹9,68,000"
2019,Renault,TRIBER 1.0 RXZ,Manual,"22,301 km",PetrolMH-12,1st Owner,"₹7,12,000"
2017,Maruti,S Cross ZETA SHVS,Manual,"60,067 km",DieselMH-14,1st Owner,"₹8,16,000"
2019,KIA,SELTOS HTK 1.5 PETROL,Manual,"19,970 km",PetrolMH-12,1st Owner,"₹11,65,300"
2020,MG,HECTOR SHARP DCT PETROL,Automatic,"25,177 km",PetrolMH-12,1st Owner,"₹16,19,000"
2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"96,029 km",DieselMH-24,1st Owner,"₹14,03,000"
2016,Hyundai,Creta 1.6 SX PLUS AUTO PETROL,Automatic,"40,314 km",PetrolMH-02,1st Owner,"₹10,66,000"
2018,Maruti,Vitara Brezza ZDI + AMT,Automatic,"89,994 km",DieselMH-12,1st Owner,"₹9,09,000"
2021,MG,HECTOR SHARP DCT PETROL,Automatic,"8,832 km",PetrolMH-12,1st Owner,"₹18,60,000"
2016,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,Automatic,"97,021 km",DieselMH-46,2nd Owner,"₹9,22,000"
2013,Mahindra,XUV500 W8 FWD,Manual,"73,303 km",DieselMH-12,1st Owner,"₹7,57,000"
2020,KIA,SELTOS 1.4 GTX+ TURBO GDI PETROL AT,Automatic,"11,433 km",PetrolMH-12,1st Owner,"₹18,30,000"
2019,Ford,Ecosport 1.5 TITANIUM PLUS TI VCT AT,Automatic,"13,713 km",PetrolMH-12,1st Owner,"₹10,83,000"
2020,KIA,SONET GTX PLUS DCT 1.0,Automatic,"32,448 km",PetrolMH-05,1st Owner,"₹13,52,000"
2020,Maruti,XL6 ALPHA SHVS  MT,Manual,"23,344 km",PetrolMH-12,1st Owner,"₹10,53,000"
2020,KIA,SELTOS GTX + AT PETROL,Automatic,"14,996 km",PetrolMH-12,1st Owner,"₹17,47,000"
2017,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,Automatic,"67,666 km",DieselMH-12,1st Owner,"₹11,32,000"
2018,Mahindra,XUV500 W11 (O) AT,Automatic,"44,043 km",DieselMH-14,1st Owner,"₹16,24,000"
2021,KIA,SONET HTX 1.0 IMT,Manual,"11,270 km",PetrolMH-14,1st Owner,"₹11,29,000"
2018,Tata,NEXON XM 1.2,Manual,"27,119 km",PetrolMH-01,2nd Owner,"₹6,82,000"
2019,KIA,SELTOS HTX+ MT 1.5 DIESEL,Manual,"38,032 km",DieselMH-12,1st Owner,"₹15,53,800"
2018,Tata,NEXON XM 1.5,Manual,"67,692 km",DieselMH-01,2nd Owner,"₹7,14,000"
2017,Toyota,Innova Crysta 2.7 ZX AT 7 STR,Automatic,"91,964 km",PetrolMH-12,2nd Owner,"₹16,14,000"
2020,Hyundai,VENUE 1.0 TURBO GDI SX+ AT,Automatic,"31,160 km",PetrolMH-12,1st Owner,"₹10,52,000"
2019,Hyundai,VENUE 1.0 TURBO GDI SX+ AT,Automatic,"16,328 km",PetrolMH-12,2nd Owner,"₹11,12,000"
2016,Mahindra,Kuv100 K8 D 5 STR,Manual,"63,927 km",DieselMH-12,1st Owner,"₹4,94,000"
2019,KIA,SELTOS HTK PLUS 1.5 DIESEL,Manual,"57,058 km",DieselMH-14,1st Owner,"₹12,30,000"
2018,Mahindra,XUV500 W11 AT,Automatic,"34,983 km",DieselMH-48,2nd Owner,"₹14,43,000"
2021,KIA,SELTOS GTX+ 1.4 MT,Manual,"3,786 km",PetrolMH-12,1st Owner,"₹17,23,000"
2016,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"53,849 km",PetrolMH-12,1st Owner,"₹7,00,000"
2020,Hyundai,VENUE 1.0 Turbo GDI DCT SX+DT,Automatic,"16,768 km",PetrolMH-12,1st Owner,"₹12,16,000"
2016,Hyundai,Creta 1.6 SX PLUS AUTO PETROL,Automatic,"67,978 km",PetrolMH-47,2nd Owner,"₹9,90,000"
2018,Maruti,S Cross ALPHA SHVS,Manual,"72,636 km",DieselMH-12,1st Owner,"₹9,19,000"
2020,KIA,SELTOS HTX AT PETROL,Automatic,"31,348 km",PetrolMH-12,1st Owner,"₹15,21,000"
2021,Tata,NEXON XM SUNROOF 1.5 RTQ,Manual,"46,215 km",DieselMH-20,1st Owner,"₹10,23,000"
2019,Renault,TRIBER 1.0 RXZ,Manual,"9,928 km",PetrolMH-12,1st Owner,"₹6,96,000"
2018,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"88,333 km",DieselMH-14,2nd Owner,"₹8,58,000"
2019,Renault,Captur PLATINE DUAL TONE,Manual,"24,723 km",DieselMH-12,2nd Owner,"₹8,91,000"
2019,MG,HECTOR SHARP DCT PETROL,Automatic,"37,706 km",PetrolMH-12,1st Owner,"₹15,21,000"
2021,Renault,TRIBER 1.0 RXL PETROL,Manual,"13,365 km",PetrolMH-05,1st Owner,"₹6,19,000"
2017,Maruti,Ciaz VXI PLUS,Manual,"27,620 km",PetrolMH-14,1st Owner,"₹7,38,000"
2015,Maruti,Celerio VXI CNG,Manual,"45,808 km",Petrol + CNGMH-12,1st Owner,"₹4,55,000"
2022,Maruti,Dzire ZXI Plus AMT,Automatic,"10,323 km",PetrolMH-14,1st Owner,"₹9,74,000"
2021,Maruti,Alto LXI CNG (O),Manual,"37,228 km",Petrol + CNGMH-05,1st Owner,"₹5,43,000"
2019,Maruti,Swift VXI,Manual,"1,967 km",PetrolMH-02,1st Owner,"₹6,97,000"
2017,Maruti,Dzire VXI,Manual,"31,359 km",PetrolMH-02,1st Owner,"₹6,56,000"
2015,Maruti,Swift ZXI,Manual,"55,209 km",PetrolMH-14,1st Owner,"₹5,68,000"
2016,Maruti,Celerio VXI,Manual,"76,456 km",PetrolMH-14,1st Owner,"₹4,23,000"
2013,Maruti,Ritz VXI,Manual,"40,723 km",PetrolMH-02,1st Owner,"₹3,74,000"
2018,Maruti,Swift VDI AMT,Automatic,"67,819 km",DieselMH-04,1st Owner,"₹7,17,000"
2018,Maruti,Dzire VXI,Manual,"30,481 km",PetrolMH-01,1st Owner,"₹6,79,000"
2018,Maruti,IGNIS DELTA 1.2 K12 AMT,Automatic,"79,455 km",PetrolMH-12,1st Owner,"₹5,30,000"
2019,Maruti,Celerio VXI CNG OPT,Manual,"77,813 km",Petrol + CNGMH-12,1st Owner,"₹5,83,000"
2018,Maruti,Dzire VXI,Manual,"51,798 km",Petrol + CNGMH-48,1st Owner,"₹7,04,000"
2016,Maruti,Celerio ZXI AMT,Automatic,"38,229 km",PetrolMH-14,2nd Owner,"₹4,40,000"
2018,Maruti,Baleno DELTA 1.2 K12,Manual,"33,631 km",PetrolMH-12,2nd Owner,"₹6,24,000"
2018,Maruti,Dzire VXI AMT,Automatic,"79,437 km",PetrolMH-47,1st Owner,"₹5,95,000"
2018,Maruti,Dzire VXI,Manual,"14,576 km",PetrolMH-04,1st Owner,"₹7,04,000"
2020,Maruti,Dzire VXI,Manual,"13,435 km",PetrolMH-14,1st Owner,"₹7,63,000"
2017,Maruti,Celerio VXI CNG,Manual,"76,388 km",Petrol + CNGMH-14,1st Owner,"₹4,79,000"
2017,Maruti,IGNIS DELTA 1.2 K12,Manual,"22,795 km",PetrolMH-06,1st Owner,"₹4,90,099"
2013,Maruti,Swift ZXI,Manual,"94,284 km",PetrolMH-02,1st Owner,"₹3,92,000"
2018,Maruti,Celerio VXI (O) AMT,Automatic,"36,460 km",PetrolMH-14,1st Owner,"₹4,77,000"
2020,Maruti,XL6 ALPHA SHVS  MT,Manual,"23,344 km",PetrolMH-12,1st Owner,"₹10,53,000"
2019,Maruti,Dzire ZXI Plus,Manual,"26,420 km",PetrolMH-47,1st Owner,"₹8,04,000"
2019,Maruti,Alto LXI CNG,Manual,"54,676 km",Petrol + CNGMH-14,1st Owner,"₹4,06,000"
2019,Maruti,Swift VXI AMT,Automatic,"8,867 km",PetrolMH-14,1st Owner,"₹7,11,000"
2020,Maruti,Celerio VXI CNG OPT,Manual,"74,744 km",Petrol + CNGMH-12,1st Owner,"₹5,78,000"
2020,Maruti,Baleno ALPHA CVT PETROL 1.2,,"34,063 km",PetrolMH-12,1st Owner,"₹8,39,000"
2017,Maruti,Celerio VXI CNG OPT,Manual,"88,603 km",Petrol + CNGMH-12,1st Owner,"₹4,78,000"
2018,Maruti,Celerio VXI CNG OPT,Manual,"50,889 km",Petrol + CNGMH-05,1st Owner,"₹5,56,000"
2018,Maruti,Baleno ZETA 1.2 K12,Manual,"37,499 km",PetrolMH-12,1st Owner,"₹6,58,000"
2018,Maruti,Dzire VXI,Manual,"30,850 km",PetrolMH-06,1st Owner,"₹6,30,000"
2018,Maruti,Celerio ZXI OPT AMT,Automatic,"41,777 km",PetrolMH-12,1st Owner,"₹5,47,000"
2020,Maruti,Celerio VXI CNG OPT,Manual,"50,612 km",Petrol + CNGMH-12,1st Owner,"₹5,77,000"
2015,Maruti,Ritz ZXI,Manual,"35,776 km",PetrolMH-03,1st Owner,"₹4,01,000"
2018,Maruti,Ciaz ALPHA 1.4 VVT,Manual,"78,340 km",PetrolMH-12,1st Owner,"₹6,76,000"
2018,Maruti,Celerio VXI,Manual,"54,446 km",PetrolMH-47,1st Owner,"₹4,82,000"
2016,Maruti,Celerio VXI,Manual,"50,780 km",PetrolMH-12,1st Owner,"₹4,26,000"
2013,Maruti,Swift ZXI,Manual,"58,540 km",PetrolMH-04,2nd Owner,"₹3,84,000"
2021,Toyota,Glanza V CVT,Automatic,"40,767 km",PetrolMH-14,1st Owner,"₹9,08,000"
2019,Toyota,YARIS J CVT,Automatic,"18,510 km",PetrolMH-12,1st Owner,"₹8,69,800"
2018,Toyota,YARIS VX CVT,Automatic,"52,933 km",PetrolMH-12,1st Owner,"₹9,21,000"
2019,Toyota,Glanza G CVT,Automatic,"23,657 km",PetrolMH-14,2nd Owner,"₹7,65,000"
2021,Toyota,Glanza V CVT,Automatic,"14,995 km",PetrolMH-12,1st Owner,"₹9,38,000"
2019,Toyota,YARIS J MT,Manual,"49,140 km",PetrolMH-01,1st Owner,"₹7,27,000"
2019,Toyota,YARIS G CVT,Automatic,"14,839 km",PetrolMH-12,1st Owner,"₹8,58,000"
2020,Toyota,YARIS J CVT,Automatic,"11,941 km",PetrolMH-01,1st Owner,"₹9,06,000"
2018,Toyota,YARIS J MT,Manual,"28,641 km",PetrolMH-14,1st Owner,"₹7,90,000"
2018,Toyota,YARIS G CVT,Automatic,"56,687 km",PetrolMH-14,1st Owner,"₹8,84,000"
2019,Toyota,Glanza G CVT,Automatic,"26,445 km",PetrolMH-12,1st Owner,"₹8,03,000"
2015,Toyota,Camry 2.5 AT,Automatic,"90,272 km",PetrolMH-14,2nd Owner,"₹11,38,000"
2014,Toyota,Corolla Altis VL AT,Automatic,"65,756 km",PetrolMH-12,1st Owner,"₹10,04,000"
2020,Toyota,URBAN CRUISER PREMIUM DUAL TONE AT,,"14,253 km",PetrolMH-12,1st Owner,"₹11,84,000"
2013,Toyota,Etios Liva GD,Manual,"92,359 km",DieselMH-12,1st Owner,"₹4,28,000"
2017,Toyota,Innova Crysta 2.7 ZX AT 7 STR,Automatic,"91,964 km",PetrolMH-12,2nd Owner,"₹16,14,000"
2016,Toyota,Etios Liva V  LIMITED,Manual,"36,420 km",PetrolMH-43,1st Owner,"₹5,03,000"
2022,Toyota,URBAN CRUISER HIGH AT,,"15,948 km",PetrolMH-14,1st Owner,"₹11,83,000"
2016,Mahindra,XUV500 W6 4X2,Manual,"77,571 km",DieselMH-14,2nd Owner,"₹8,42,000"
2016,Mahindra,XUV500 W6 4X2,Manual,"79,008 km",DieselMH-14,1st Owner,"₹9,68,000"
2021,Mahindra,Thar LX HT PETROL 4WD MT,,"2,529 km",PetrolMH-47,1st Owner,"₹15,12,000"
2013,Mahindra,XUV500 W8 FWD,Manual,"73,303 km",DieselMH-12,1st Owner,"₹7,57,000"
2018,Mahindra,XUV500 W11 (O) AT,Automatic,"44,043 km",DieselMH-14,1st Owner,"₹16,24,000"
2016,Mahindra,Kuv100 K8 D 5 STR,Manual,"63,927 km",DieselMH-12,1st Owner,"₹4,94,000"
2018,Mahindra,XUV500 W11 AT,Automatic,"34,983 km",DieselMH-48,2nd Owner,"₹14,43,000"
2016,Mahindra,XUV500 W6 AT,Automatic,"89,755 km",DieselMH-14,2nd Owner,"₹10,67,000"
2021,Mahindra,XUV 3OO W8 (O) DIESEL  AT,Automatic,"39,370 km",DieselMH-04,1st Owner,"₹15,74,000"
2019,Jeep,Compass LIMITED 1.4 AT,Automatic,"23,295 km",PetrolMH-14,2nd Owner,"₹18,02,000"
2021,Hyundai,Creta S CRDI,Manual,"47,884 km",DieselMH-14,1st Owner,"₹15,05,000"
2021,KIA,SELTOS HTX AT PETROL,Automatic,"13,841 km",PetrolMH-01,1st Owner,"₹16,45,000"
2019,Jeep,Compass 1.4  LONGITUDE (O) AT,Automatic,"30,464 km",PetrolMH-20,1st Owner,"₹17,82,000"
2018,Jeep,Compass 2.0 LONGITUDE (O),Manual,"72,565 km",DieselMH-12,1st Owner,"₹12,87,000"
2018,Tata,NEXON XM 1.2,Manual,"26,995 km",PetrolMH-01,2nd Owner,"₹6,82,000"
2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"96,029 km",DieselMH-24,1st Owner,"₹14,03,000"
2019,Tata,Tiago XT 1.2 REVOTRON,Manual,"29,750 km",PetrolMH-01,1st Owner,"₹5,34,000"
2018,Tata,NEXON XM 1.2,Manual,"27,119 km",PetrolMH-01,2nd Owner,"₹6,82,000"
2018,Tata,NEXON XM 1.5,Manual,"67,692 km",DieselMH-01,2nd Owner,"₹7,14,000"
2017,Tata,Tiago XZ 1.2 REVOTRON,Manual,"33,173 km",PetrolMH-14,1st Owner,"₹5,06,499"
2021,Tata,NEXON XM SUNROOF 1.5 RTQ,Manual,"46,215 km",DieselMH-20,1st Owner,"₹10,23,000"
2018,Tata,NEXON XZA+ 1.5,Automatic,"40,301 km",DieselMH-12,2nd Owner,"₹9,44,000"
2018,Tata,Tiago XZA 1.2 REVOTRON,Automatic,"48,343 km",PetrolMH-14,2nd Owner,"₹5,37,000"
2021,Tata,NEXON XMA 1.5,Manual,"36,641 km",DieselMH-14,1st Owner,"₹10,76,000"
2017,Tata,Hexa Varicor 400 XTA,Automatic,"78,659 km",DieselMH-14,2nd Owner,"₹12,07,000"
2021,Tata,Tiago XZ+ 1.2 Revotron,Manual,"10,283 km",PetrolMH-12,1st Owner,"₹6,54,800"
2018,Tata,NEXON XZA + 1.2 PETROL A/T,Automatic,"31,585 km",PetrolMH-12,1st Owner,"₹9,06,000"
2019,Tata,NEXON XZA+ 1.5,Automatic,"64,609 km",DieselMH-14,1st Owner,"₹9,39,000"
2020,Tata,ALTROZ XZ 1.2,Manual,"9,234 km",PetrolMH-04,1st Owner,"₹8,29,000"
2019,Tata,Tiago XZA 1.2 REVOTRON,Automatic,"17,739 km",PetrolMH-12,1st Owner,"₹6,01,000"
2018,Tata,NEXON XZ+ 1.5,Manual,"50,043 km",DieselMH-12,2nd Owner,"₹9,55,000"
2020,Tata,ALTROZ XE 1.2,Manual,"3,067 km",PetrolMH-12,2nd Owner,"₹6,30,000"
2021,Tata,Harrier XZA + DUAL TONE,Automatic,"11,498 km",DieselMH-14,1st Owner,"₹22,87,000"
2019,Tata,Tiago XT 1.2 REVOTRON,Manual,"18,624 km",PetrolMH-12,1st Owner,"₹5,09,000"
2020,Tata,Tiago XT 1.2 REVOTRON,Manual,"7,548 km",PetrolMH-48,1st Owner,"₹5,67,000"
2021,Tata,ALTROZ XZ 1.2,Manual,"6,346 km",PetrolMH-12,1st Owner,"₹8,31,000"
2021,Tata,TIGOR Revotron XE,Manual,"6,295 km",PetrolMH-46,1st Owner,"₹6,36,000"
2018,Tata,Hexa Varicor 400 XTA,Automatic,"44,935 km",DieselMH-14,1st Owner,"₹14,75,000"
2021,Tata,ALTROZ XZ+ 1.2 I- TURBO,,"11,440 km",PetrolMH-12,1st Owner,"₹8,97,000"
2015,Tata,Zest XT QUADRAJET 90PS,Manual,"71,896 km",DieselMH-14,2nd Owner,"₹4,45,000"
2013,Hyundai,i20 ASTA 1.2,Manual,"26,122 km",PetrolMH-12,2nd Owner,"₹4,59,000"
2017,Maruti,S Cross ZETA SHVS,Manual,"60,067 km",DieselMH-14,1st Owner,"₹8,16,000"
2010,Hyundai,i20 ASTA 1.2,Manual,"27,015 km",PetrolMH-43,1st Owner,"₹2,48,000"
2017,Maruti,S Cross ZETA SHVS,Manual,"63,231 km",DieselMH-14,2nd Owner,"₹8,99,000"
2012,Hyundai,i20 ASTA 1.2,Manual,"41,401 km",PetrolMH-14,1st Owner,"₹4,56,000"
2012,Hyundai,i20 ASTA 1.2,Manual,"53,635 km",PetrolMH-12,1st Owner,"₹4,65,000"
2017,Maruti,S Cross ZETA SHVS,Manual,"34,424 km",DieselMH-14,1st Owner,"₹9,15,000"
2018,Maruti,Baleno ZETA 1.2 K12,Manual,"37,499 km",PetrolMH-12,1st Owner,"₹6,58,000"
2016,Maruti,Baleno ZETA 1.2 K12,Manual,"53,483 km",PetrolMH-12,1st Owner,"₹6,00,000"
2014,Hyundai,Grand i10 ASTA 1.2 VTVT,Manual,"81,076 km",PetrolMH-14,2nd Owner,"₹4,27,000"
2018,Maruti,S Cross ZETA 1.3 SHVS,Manual,"40,875 km",DieselMH-14,1st Owner,"₹9,26,000"
2014,Hyundai,Grand i10 ASTA 1.2 VTVT,Manual,"33,290 km",PetrolMH-02,2nd Owner,"₹4,46,000"
2021,Maruti,Baleno ZETA CVT PETROL 1.2,,"7,773 km",PetrolMH-12,1st Owner,"₹9,61,000"
2015,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,Manual,"43,958 km",PetrolMH-14,1st Owner,"₹5,26,000"
2015,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,Manual,"71,894 km",PetrolMH-12,1st Owner,"₹4,48,000"
2020,Mahindra,XUV 3OO W8(O),Manual,"33,215 km",DieselKA-40,2nd Owner,"₹10,98,000"
2019,Mahindra,XUV 3OO W8 DIESEL MT,,"32,137 km",DieselKA-05,1st Owner,"₹10,90,000"
2020,Mahindra,XUV 3OO 1.2 W8 OPT,,"26,447 km",PetrolKA-51,2nd Owner,"₹11,23,000"
2021,Mahindra,XUV 3OO W8 PETROL MT,,"13,426 km",PetrolKA-03,2nd Owner,"₹11,05,000"
2021,Mahindra,XUV 3OO W8 DIESEL MT,Manual,"12,830 km",DieselKA-03,1st Owner,"₹13,41,000"
2019,Mahindra,KUV 100 NXT K4+ 6S,Manual,"12,337 km",PetrolKA-09,2nd Owner,"₹6,14,000"
2018,Mahindra,KUV 100 NXT K4+ 6S,Manual,"40,676 km",PetrolKA-06,2nd Owner,"₹4,30,100"
2016,Honda,CRV 2.0 2WD AT,Automatic,"67,749 km",PetrolKA-53,2nd Owner,"₹13,22,000"
2011,Honda,Civic 1.8V MT SUN ROOF,Manual,"25,991 km",PetrolKA-01,1st Owner,"₹5,20,000"
2015,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"85,488 km",DieselKA-05,1st Owner,"₹7,29,000"
2021,Maruti,Eeco 7 STR,Manual,"15,249 km",PetrolKA-11,1st Owner,"₹5,40,000"
2017,Renault,Duster RXZ 85 PS DIESEL,Manual,"48,997 km",DieselKA-55,1st Owner,"₹10,04,000"
2021,Tata,NEXON XM SUNROOF 1.2 RTN,Manual,"65,433 km",PetrolKA-04,1st Owner,"₹9,19,000"
2015,Mahindra,XUV500 W6 4X2,Manual,"77,205 km",DieselKA-50,1st Owner,"₹10,73,000"
2018,Hyundai,Creta 1.6 E + VTVT,Manual,"19,535 km",PetrolKA-03,1st Owner,"₹10,35,000"
2015,Hyundai,Creta 1.6 S,Manual,"62,665 km",PetrolKA-51,1st Owner,"₹8,37,000"
2021,Maruti,Vitara Brezza VXI,Manual,"12,656 km",PetrolKA-51,1st Owner,"₹10,09,000"
2019,Ford,Ecosport 1.5  TITANIUM SPORTS(SUNROOF),Manual,"39,576 km",DieselKA-01,1st Owner,"₹10,34,000"
2018,Maruti,Vitara Brezza ZDI AMT,Automatic,"50,740 km",DieselKA-02,1st Owner,"₹9,31,000"
2018,Tata,Hexa Varicor 400 XTA,Automatic,"76,617 km",DieselKA-06,1st Owner,"₹13,39,000"
2019,Maruti,XL6 ALPHA SHVS  MT,Manual,"32,576 km",PetrolMH-14,2nd Owner,"₹9,70,000"
2014,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"74,103 km",DieselMH-14,1st Owner,"₹6,02,000"
2019,Renault,TRIBER 1.0 RXZ,Manual,"17,385 km",PetrolMH-12,1st Owner,"₹6,70,599"
2018,Maruti,Ertiga VXI CNG,Manual,"50,471 km",Petrol + CNGMH-47,1st Owner,"₹8,32,000"
2019,Maruti,Vitara Brezza ZDI + AMT,Automatic,"50,802 km",DieselMH-12,1st Owner,"₹10,74,000"
2018,Tata,Hexa Varicor 400 XTA,Automatic,"44,935 km",DieselMH-14,1st Owner,"₹14,75,000"
2017,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,Automatic,"95,045 km",DieselMH-02,1st Owner,"₹11,13,000"
2019,Renault,TRIBER 1.0 RXZ,Manual,"44,937 km",PetrolMH-12,1st Owner,"₹6,19,000"
2017,Maruti,S Cross ZETA SHVS,Manual,"34,424 km",DieselMH-14,1st Owner,"₹9,15,000"
2016,Hyundai,Creta 1.6 SX PLUS AUTO PETROL,Automatic,"67,978 km",PetrolMH-47,2nd Owner,"₹9,90,000"
2018,Maruti,S Cross ALPHA SHVS,Manual,"72,636 km",DieselMH-12,1st Owner,"₹9,19,000"
2020,KIA,SELTOS HTX AT PETROL,Automatic,"31,348 km",PetrolMH-12,1st Owner,"₹15,21,000"
2021,Tata,NEXON XM SUNROOF 1.5 RTQ,Manual,"46,215 km",DieselMH-20,1st Owner,"₹10,23,000"
2019,Renault,TRIBER 1.0 RXZ,Manual,"9,928 km",PetrolMH-12,1st Owner,"₹6,96,000"
2018,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"88,333 km",DieselMH-14,2nd Owner,"₹8,58,000"
2019,Renault,Captur PLATINE DUAL TONE,Manual,"24,723 km",DieselMH-12,2nd Owner,"₹8,91,000"
2019,MG,HECTOR SHARP DCT PETROL,Automatic,"37,706 km",PetrolMH-12,1st Owner,"₹15,21,000"
2021,Renault,TRIBER 1.0 RXL PETROL,Manual,"13,365 km",PetrolMH-05,1st Owner,"₹6,19,000"
2021,KIA,SELTOS 1.4 GTX+ TURBO GDI PETROL AT,Automatic,"5,309 km",PetrolMH-14,1st Owner,"₹18,71,000"
2016,Mahindra,XUV500 W6 AT,Automatic,"89,755 km",DieselMH-14,2nd Owner,"₹10,67,000"
2014,Ford,Ecosport 1.5AMBIENTE TI VCT,Manual,"85,905 km",PetrolMH-12,1st Owner,"₹4,59,000"
2016,Hyundai,Creta 1.6 SX PLUS AUTO PETROL,Automatic,"67,978 km",PetrolMH-47,2nd Owner,"₹9,90,000"
2018,Maruti,S Cross ALPHA SHVS,Manual,"72,636 km",DieselMH-12,1st Owner,"₹9,19,000"
2020,KIA,SELTOS HTX AT PETROL,Automatic,"31,348 km",PetrolMH-12,1st Owner,"₹15,21,000"
2021,Tata,NEXON XM SUNROOF 1.5 RTQ,Manual,"46,215 km",DieselMH-20,1st Owner,"₹10,23,000"
2019,Renault,TRIBER 1.0 RXZ,Manual,"9,928 km",PetrolMH-12,1st Owner,"₹6,96,000"
2018,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"88,333 km",DieselMH-14,2nd Owner,"₹8,58,000"
2019,Renault,Captur PLATINE DUAL TONE,Manual,"24,723 km",DieselMH-12,2nd Owner,"₹8,91,000"
2019,MG,HECTOR SHARP DCT PETROL,Automatic,"37,706 km",PetrolMH-12,1st Owner,"₹15,21,000"
2021,Renault,TRIBER 1.0 RXL PETROL,Manual,"13,365 km",PetrolMH-05,1st Owner,"₹6,19,000"
2021,KIA,SELTOS 1.4 GTX+ TURBO GDI PETROL AT,Automatic,"5,309 km",PetrolMH-14,1st Owner,"₹18,71,000"
2016,Mahindra,XUV500 W6 AT,Automatic,"89,755 km",DieselMH-14,2nd Owner,"₹10,67,000"
2019,Renault,Duster RXS 106 PS MT,Manual,"38,353 km",PetrolMH-14,1st Owner,"₹7,73,500"
2017,Maruti,S Cross DELTA SHVS,Manual,"74,604 km",DieselMH-12,1st Owner,"₹8,08,000"
2014,Renault,Duster RXL PETROL 104,Manual,"96,478 km",PetrolMH-01,1st Owner,"₹5,34,000"
2021,Maruti,Vitara Brezza VXI,Manual,"17,065 km",PetrolMH-14,1st Owner,"₹9,16,000"
2020,KIA,SELTOS 1.4 GTX+ TURBO GDI PETROL AT,Automatic,"28,717 km",PetrolMH-12,1st Owner,"₹17,49,000"
2018,Tata,NEXON XZA+ 1.5,Automatic,"40,301 km",DieselMH-12,2nd Owner,"₹9,44,000"
2021,KIA,SELTOS HTX AT PETROL,Automatic,"13,974 km",PetrolMH-01,1st Owner,"₹16,45,000"
2019,Ford,Ecosport 1.5 TITANIUM PLUS TI VCT AT,Automatic,"13,713 km",PetrolMH-12,1st Owner,"₹10,83,000"
2013,Hyundai,Verna FLUIDIC 1.6 SX VTVT,Manual,"52,704 km",PetrolKA-51,1st Owner,"₹5,92,000"
2018,Hyundai,Verna 1.6 SX VTVT,Manual,"50,133 km",PetrolKA-03,1st Owner,"₹8,66,000"
2018,Maruti,Dzire VXI,Manual,"39,362 km",PetrolKA-53,1st Owner,"₹7,11,000"
2012,Skoda,Rapid ELEGANCE 1.6 MPFI MT,Manual,"49,860 km",PetrolKA-51,2nd Owner,"₹4,92,000"
2019,Hyundai,Verna 1.6 SX VTVT AT (O),Automatic,"21,667 km",PetrolKA-03,1st Owner,"₹12,32,000"
2017,Hyundai,Xcent SX 1.2,Manual,"18,347 km",PetrolKA-04,2nd Owner,"₹6,08,000"
2019,Skoda,Rapid MONTE CARLO 1.6 MPI MT,Manual,"17,237 km",PetrolKA-05,1st Owner,"₹12,85,000"
2017,Volkswagen,Ameo HIGHLINE 1.5L AT (D),Automatic,"45,867 km",DieselKA-05,2nd Owner,"₹7,33,000"
2020,Honda,City VX CVT PETROL,Automatic,"19,424 km",PetrolKA-01,1st Owner,"₹13,74,000"
2018,Toyota,YARIS J MT,Manual,"24,697 km",PetrolKA-01,1st Owner,"₹8,42,000"
2018,Skoda,Rapid 1.5 TDI MT STYLE,Manual,"28,256 km",DieselKA-01,2nd Owner,"₹10,40,000"
